Reference	MT Abundance	Ref ID
P004|TRFE_BOVIN	0.18294	113	0.26179
P004|TRFE_BOVIN	0.19272	113	0.26179
P004|TRFE_BOVIN	0.197919	113	0.26179
P004|TRFE_BOVIN	0.197919	113	0.26179
P004|TRFE_BOVIN	0.201256	113	0.26179
P004|TRFE_BOVIN	0.20516	113	0.26179
P004|TRFE_BOVIN	0.20662	113	0.26179
P004|TRFE_BOVIN	0.207054	113	0.26179
P004|TRFE_BOVIN	0.2147	113	0.26179
P004|TRFE_BOVIN	0.21784	113	0.26179
P004|TRFE_BOVIN	0.228902	113	0.26179
P004|TRFE_BOVIN	0.231644	113	0.26179
P004|TRFE_BOVIN	0.2416	113	0.26179
P004|TRFE_BOVIN	0.25926	113	0.26179
P004|TRFE_BOVIN	0.2732	113	0.26179
P004|TRFE_BOVIN	0.27822	113	0.26179
P004|TRFE_BOVIN	0.28471	113	0.26179
P004|TRFE_BOVIN	0.2877	113	0.26179
P004|TRFE_BOVIN	0.28873	113	0.26179
P004|TRFE_BOVIN	0.293598	113	0.26179
P004|TRFE_BOVIN	0.2956	113	0.26179
P004|TRFE_BOVIN	0.2982	113	0.26179
P004|TRFE_BOVIN	0.2982	113	0.26179
P004|TRFE_BOVIN	0.30188	113	0.26179
P004|TRFE_BOVIN	0.310552	113	0.26179
P004|TRFE_BOVIN	0.310552	113	0.26179
P004|TRFE_BOVIN	0.31408	113	0.26179
P004|TRFE_BOVIN	0.31408	113	0.26179
P004|TRFE_BOVIN	0.31408	113	0.26179
P004|TRFE_BOVIN	0.33138	113	0.26179
P004|TRFE_BOVIN	0.34241	113	0.26179
P004|TRFE_BOVIN	0.34241	113	0.26179
P004|TRFE_BOVIN	0.3425	113	0.26179
P004|TRFE_BOVIN	0.3425	113	0.26179
P004|TRFE_BOVIN	0.3462	113	0.26179
P004|TRFE_BOVIN	0.3498	113	0.26179
P004|TRFE_BOVIN	0.35654	113	0.26179
P004|TRFE_BOVIN	0.35766	113	0.26179
P004|TRFE_BOVIN	0.35766	113	0.26179
P004|TRFE_BOVIN	0.3588	113	0.26179
P004|TRFE_BOVIN	0.36464	113	0.26179
P004|TRFE_BOVIN	0.376532	113	0.26179
P004|TRFE_BOVIN	0.39932	113	0.26179
P004|TRFE_BOVIN	0.40018	113	0.26179
P004|TRFE_BOVIN	0.44378	113	0.26179
P004|TRFE_BOVIN	0.4708	113	0.26179
P004|TRFE_BOVIN	0.47319	113	0.26179
P004|TRFE_BOVIN	0.50752	113	0.26179
P004|TRFE_BOVIN	0.50934	113	0.26179
P004|TRFE_BOVIN	0.50974	113	0.26179
P004|TRFE_BOVIN	0.5232	113	0.26179
P004|TRFE_BOVIN	0.5347	113	0.26179
P004|TRFE_BOVIN	0.5426	113	0.26179
P004|TRFE_BOVIN	0.554906	113	0.26179
P004|TRFE_BOVIN	0.560137	113	0.26179
P004|TRFE_BOVIN	0.560137	113	0.26179
P004|TRFE_BOVIN	0.59239	113	0.26179
P004|TRFE_BOVIN	0.628	113	0.26179
P004|TRFE_BOVIN	0.6426	113	0.26179
P004|TRFE_BOVIN	0.6856	113	0.26179
P004|TRFE_BOVIN	0.73471	113	0.26179
P004|TRFE_BOVIN	0.75135	113	0.26179
P004|TRFE_BOVIN	0.7834	113	0.26179
P004|TRFE_BOVIN	0.808542	113	0.26179
P004|TRFE_BOVIN	0.8196	113	0.26179
P004|TRFE_BOVIN	0.865112	113	0.26179
P004|TRFE_BOVIN	0.889049	113	0.26179
P004|TRFE_BOVIN	0.9098	113	0.26179
P004|TRFE_BOVIN	0.9563	113	0.26179
P004|TRFE_BOVIN	1.009004	113	0.26179
P004|TRFE_BOVIN	1.0636	113	0.26179
P004|TRFE_BOVIN	1.099507	113	0.26179
P004|TRFE_BOVIN	1.1376	113	0.26179
P004|TRFE_BOVIN	1.1438	113	0.26179
P004|TRFE_BOVIN	1.15022	113	0.26179
P004|TRFE_BOVIN	1.1722	113	0.26179
P004|TRFE_BOVIN	1.20492	113	0.26179
P004|TRFE_BOVIN	1.275056	113	0.26179
P005|G3P_RABIT	0.003702	124	0.26797
P005|G3P_RABIT	0.003956	124	0.26797
P005|G3P_RABIT	0.00462	124	0.26797
P005|G3P_RABIT	0.00482	124	0.26797
P005|G3P_RABIT	0.00936	124	0.26797
P005|G3P_RABIT	0.00971	124	0.26797
P005|G3P_RABIT	0.01134	124	0.26797
P005|G3P_RABIT	0.01232	124	0.26797
P005|G3P_RABIT	0.012535	124	0.26797
P005|G3P_RABIT	0.015507	124	0.26797
P005|G3P_RABIT	0.016928	124	0.26797
P005|G3P_RABIT	0.01968	124	0.26797
P005|G3P_RABIT	0.01997	124	0.26797
P005|G3P_RABIT	0.02232	124	0.26797
P005|G3P_RABIT	0.024963	124	0.26797
P005|G3P_RABIT	0.0281	124	0.26797
P005|G3P_RABIT	0.02902	124	0.26797
P005|G3P_RABIT	0.031922	124	0.26797
P005|G3P_RABIT	0.033806	124	0.26797
P005|G3P_RABIT	0.03576	124	0.26797
P005|G3P_RABIT	0.03822	124	0.26797
P005|G3P_RABIT	0.03964	124	0.26797
P005|G3P_RABIT	0.04254	124	0.26797
P005|G3P_RABIT	0.0442	124	0.26797
P005|G3P_RABIT	0.04472	124	0.26797
P005|G3P_RABIT	0.046124	124	0.26797
P005|G3P_RABIT	0.0504	124	0.26797
P005|G3P_RABIT	0.0506	124	0.26797
P005|G3P_RABIT	0.0508	124	0.26797
P005|G3P_RABIT	0.05224	124	0.26797
P005|G3P_RABIT	0.05374	124	0.26797
P005|G3P_RABIT	0.055	124	0.26797
P005|G3P_RABIT	0.05741	124	0.26797
P005|G3P_RABIT	0.05901	124	0.26797
P005|G3P_RABIT	0.06039	124	0.26797
P005|G3P_RABIT	0.06156	124	0.26797
P005|G3P_RABIT	0.06831	124	0.26797
P005|G3P_RABIT	0.06831	124	0.26797
P005|G3P_RABIT	0.0692	124	0.26797
P005|G3P_RABIT	0.0767	124	0.26797
P005|G3P_RABIT	0.07766	124	0.26797
P005|G3P_RABIT	0.082572	124	0.26797
P005|G3P_RABIT	0.0832	124	0.26797
P005|G3P_RABIT	0.085132	124	0.26797
P005|G3P_RABIT	0.08846	124	0.26797
P005|G3P_RABIT	0.08846	124	0.26797
P005|G3P_RABIT	0.0932	124	0.26797
P005|G3P_RABIT	0.0975	124	0.26797
P005|G3P_RABIT	0.10294	124	0.26797
P005|G3P_RABIT	0.1101	124	0.26797
P005|G3P_RABIT	0.1165	124	0.26797
P005|G3P_RABIT	0.1184	124	0.26797
P005|G3P_RABIT	0.11872	124	0.26797
P005|G3P_RABIT	0.1195	124	0.26797
P005|G3P_RABIT	0.12372	124	0.26797
P005|G3P_RABIT	0.13782	124	0.26797
P005|G3P_RABIT	0.139226	124	0.26797
P005|G3P_RABIT	0.139226	124	0.26797
P005|G3P_RABIT	0.13926	124	0.26797
P005|G3P_RABIT	0.14138	124	0.26797
P005|G3P_RABIT	0.14262	124	0.26797
P005|G3P_RABIT	0.147964	124	0.26797
P005|G3P_RABIT	0.147964	124	0.26797
P005|G3P_RABIT	0.1536	124	0.26797
P005|G3P_RABIT	0.179963	124	0.26797
P005|G3P_RABIT	0.18204	124	0.26797
P005|G3P_RABIT	0.18229	124	0.26797
P005|G3P_RABIT	0.20571	124	0.26797
P005|G3P_RABIT	0.21014	124	0.26797
P005|G3P_RABIT	0.2206	124	0.26797
P005|G3P_RABIT	0.221	124	0.26797
P005|G3P_RABIT	0.22585	124	0.26797
P005|G3P_RABIT	0.2284	124	0.26797
P005|G3P_RABIT	0.23706	124	0.26797
P005|G3P_RABIT	0.24296	124	0.26797
P005|G3P_RABIT	0.246668	124	0.26797
P005|G3P_RABIT	0.24754	124	0.26797
P005|G3P_RABIT	0.2554	124	0.26797
P005|G3P_RABIT	0.26459	124	0.26797
P005|G3P_RABIT	0.26584	124	0.26797
P005|G3P_RABIT	0.2731	124	0.26797
P005|G3P_RABIT	0.273802	124	0.26797
P005|G3P_RABIT	0.2748	124	0.26797
P005|G3P_RABIT	0.28873	124	0.26797
P005|G3P_RABIT	0.303604	124	0.26797
P005|G3P_RABIT	0.30844	124	0.26797
P005|G3P_RABIT	0.322	124	0.26797
P005|G3P_RABIT	0.334386	124	0.26797
P005|G3P_RABIT	0.334386	124	0.26797
P005|G3P_RABIT	0.34444	124	0.26797
P005|G3P_RABIT	0.37392	124	0.26797
P005|G3P_RABIT	0.39374	124	0.26797
P005|G3P_RABIT	0.4054	124	0.26797
P005|G3P_RABIT	0.46412	124	0.26797
P005|G3P_RABIT	0.4708	124	0.26797
P005|G3P_RABIT	0.48752	124	0.26797
P005|G3P_RABIT	0.552806	124	0.26797
P005|G3P_RABIT	0.59239	124	0.26797
P005|G3P_RABIT	0.61732	124	0.26797
P005|G3P_RABIT	0.7412	124	0.26797
P005|G3P_RABIT	0.75344	124	0.26797
P005|G3P_RABIT	0.80526	124	0.26797
P005|G3P_RABIT	0.84054	124	0.26797
P005|G3P_RABIT	0.85684	124	0.26797
P005|G3P_RABIT	0.909149	124	0.26797
P005|G3P_RABIT	0.909149	124	0.26797
P005|G3P_RABIT	0.9163	124	0.26797
P005|G3P_RABIT	0.9442	124	0.26797
P005|G3P_RABIT	0.98224	124	0.26797
P005|G3P_RABIT	0.986151	124	0.26797
P005|G3P_RABIT	1.106742	124	0.26797
P005|G3P_RABIT	1.16572	124	0.26797
P005|G3P_RABIT	1.187026	124	0.26797
P005|G3P_RABIT	1.19998	124	0.26797
P005|G3P_RABIT	1.2462	124	0.26797
P006|BGAL_ECOLI	0.0036	110	0.30415
P006|BGAL_ECOLI	0.004122	110	0.30415
P006|BGAL_ECOLI	0.004274	110	0.30415
P006|BGAL_ECOLI	0.00438	110	0.30415
P006|BGAL_ECOLI	0.00466	110	0.30415
P006|BGAL_ECOLI	0.00564	110	0.30415
P006|BGAL_ECOLI	0.005906	110	0.30415
P006|BGAL_ECOLI	0.00826	110	0.30415
P006|BGAL_ECOLI	0.008384	110	0.30415
P006|BGAL_ECOLI	0.009747	110	0.30415
P006|BGAL_ECOLI	0.01022	110	0.30415
P006|BGAL_ECOLI	0.01024	110	0.30415
P006|BGAL_ECOLI	0.01054	110	0.30415
P006|BGAL_ECOLI	0.010672	110	0.30415
P006|BGAL_ECOLI	0.013012	110	0.30415
P006|BGAL_ECOLI	0.01332	110	0.30415
P006|BGAL_ECOLI	0.0136	110	0.30415
P006|BGAL_ECOLI	0.01376	110	0.30415
P006|BGAL_ECOLI	0.013929	110	0.30415
P006|BGAL_ECOLI	0.0143	110	0.30415
P006|BGAL_ECOLI	0.01448	110	0.30415
P006|BGAL_ECOLI	0.01484	110	0.30415
P006|BGAL_ECOLI	0.017133	110	0.30415
P006|BGAL_ECOLI	0.017427	110	0.30415
P006|BGAL_ECOLI	0.01836	110	0.30415
P006|BGAL_ECOLI	0.01836	110	0.30415
P006|BGAL_ECOLI	0.01964	110	0.30415
P006|BGAL_ECOLI	0.02006	110	0.30415
P006|BGAL_ECOLI	0.02006	110	0.30415
P006|BGAL_ECOLI	0.020696	110	0.30415
P006|BGAL_ECOLI	0.021023	110	0.30415
P006|BGAL_ECOLI	0.022678	110	0.30415
P006|BGAL_ECOLI	0.023212	110	0.30415
P006|BGAL_ECOLI	0.02426	110	0.30415
P006|BGAL_ECOLI	0.02426	110	0.30415
P006|BGAL_ECOLI	0.02426	110	0.30415
P006|BGAL_ECOLI	0.02476	110	0.30415
P006|BGAL_ECOLI	0.02602	110	0.30415
P006|BGAL_ECOLI	0.02697	110	0.30415
P006|BGAL_ECOLI	0.02904	110	0.30415
P006|BGAL_ECOLI	0.03084	110	0.30415
P006|BGAL_ECOLI	0.032796	110	0.30415
P006|BGAL_ECOLI	0.034674	110	0.30415
P006|BGAL_ECOLI	0.036477	110	0.30415
P006|BGAL_ECOLI	0.03728	110	0.30415
P006|BGAL_ECOLI	0.040946	110	0.30415
P006|BGAL_ECOLI	0.04184	110	0.30415
P006|BGAL_ECOLI	0.04248	110	0.30415
P006|BGAL_ECOLI	0.04267	110	0.30415
P006|BGAL_ECOLI	0.04388	110	0.30415
P006|BGAL_ECOLI	0.04579	110	0.30415
P006|BGAL_ECOLI	0.0464	110	0.30415
P006|BGAL_ECOLI	0.047	110	0.30415
P006|BGAL_ECOLI	0.04727	110	0.30415
P006|BGAL_ECOLI	0.04744	110	0.30415
P006|BGAL_ECOLI	0.047552	110	0.30415
P006|BGAL_ECOLI	0.04857	110	0.30415
P006|BGAL_ECOLI	0.0489	110	0.30415
P006|BGAL_ECOLI	0.05545	110	0.30415
P006|BGAL_ECOLI	0.05552	110	0.30415
P006|BGAL_ECOLI	0.05924	110	0.30415
P006|BGAL_ECOLI	0.06012	110	0.30415
P006|BGAL_ECOLI	0.0606	110	0.30415
P006|BGAL_ECOLI	0.064102	110	0.30415
P006|BGAL_ECOLI	0.06423	110	0.30415
P006|BGAL_ECOLI	0.065	110	0.30415
P006|BGAL_ECOLI	0.06676	110	0.30415
P006|BGAL_ECOLI	0.069742	110	0.30415
P006|BGAL_ECOLI	0.07056	110	0.30415
P006|BGAL_ECOLI	0.07144	110	0.30415
P006|BGAL_ECOLI	0.07144	110	0.30415
P006|BGAL_ECOLI	0.07219	110	0.30415
P006|BGAL_ECOLI	0.07219	110	0.30415
P006|BGAL_ECOLI	0.072384	110	0.30415
P006|BGAL_ECOLI	0.07306	110	0.30415
P006|BGAL_ECOLI	0.07474	110	0.30415
P006|BGAL_ECOLI	0.075038	110	0.30415
P006|BGAL_ECOLI	0.075038	110	0.30415
P006|BGAL_ECOLI	0.0754	110	0.30415
P006|BGAL_ECOLI	0.085132	110	0.30415
P006|BGAL_ECOLI	0.08578	110	0.30415
P006|BGAL_ECOLI	0.0868	110	0.30415
P006|BGAL_ECOLI	0.0873	110	0.30415
P006|BGAL_ECOLI	0.0932	110	0.30415
P006|BGAL_ECOLI	0.09344	110	0.30415
P006|BGAL_ECOLI	0.0941	110	0.30415
P006|BGAL_ECOLI	0.09432	110	0.30415
P006|BGAL_ECOLI	0.09726	110	0.30415
P006|BGAL_ECOLI	0.09869	110	0.30415
P006|BGAL_ECOLI	0.09987	110	0.30415
P006|BGAL_ECOLI	0.10014	110	0.30415
P006|BGAL_ECOLI	0.10138	110	0.30415
P006|BGAL_ECOLI	0.10522	110	0.30415
P006|BGAL_ECOLI	0.10566	110	0.30415
P006|BGAL_ECOLI	0.111	110	0.30415
P006|BGAL_ECOLI	0.11171	110	0.30415
P006|BGAL_ECOLI	0.11171	110	0.30415
P006|BGAL_ECOLI	0.113144	110	0.30415
P006|BGAL_ECOLI	0.1173	110	0.30415
P006|BGAL_ECOLI	0.118732	110	0.30415
P006|BGAL_ECOLI	0.118732	110	0.30415
P006|BGAL_ECOLI	0.12614	110	0.30415
P006|BGAL_ECOLI	0.13544	110	0.30415
P006|BGAL_ECOLI	0.13896	110	0.30415
P006|BGAL_ECOLI	0.139	110	0.30415
P006|BGAL_ECOLI	0.1412	110	0.30415
P006|BGAL_ECOLI	0.14262	110	0.30415
P006|BGAL_ECOLI	0.14304	110	0.30415
P006|BGAL_ECOLI	0.14432	110	0.30415
P006|BGAL_ECOLI	0.14649	110	0.30415
P006|BGAL_ECOLI	0.15	110	0.30415
P006|BGAL_ECOLI	0.15196	110	0.30415
P006|BGAL_ECOLI	0.1574	110	0.30415
P006|BGAL_ECOLI	0.16166	110	0.30415
P006|BGAL_ECOLI	0.162144	110	0.30415
P006|BGAL_ECOLI	0.1626	110	0.30415
P006|BGAL_ECOLI	0.1633	110	0.30415
P006|BGAL_ECOLI	0.16684	110	0.30415
P006|BGAL_ECOLI	0.1705	110	0.30415
P006|BGAL_ECOLI	0.17338	110	0.30415
P006|BGAL_ECOLI	0.17664	110	0.30415
P006|BGAL_ECOLI	0.17826	110	0.30415
P006|BGAL_ECOLI	0.1856	110	0.30415
P006|BGAL_ECOLI	0.19074	110	0.30415
P006|BGAL_ECOLI	0.198072	110	0.30415
P006|BGAL_ECOLI	0.1988	110	0.30415
P006|BGAL_ECOLI	0.201675	110	0.30415
P006|BGAL_ECOLI	0.20586	110	0.30415
P006|BGAL_ECOLI	0.20586	110	0.30415
P006|BGAL_ECOLI	0.2064	110	0.30415
P006|BGAL_ECOLI	0.2064	110	0.30415
P006|BGAL_ECOLI	0.207054	110	0.30415
P006|BGAL_ECOLI	0.2084	110	0.30415
P006|BGAL_ECOLI	0.21239	110	0.30415
P006|BGAL_ECOLI	0.213536	110	0.30415
P006|BGAL_ECOLI	0.227928	110	0.30415
P006|BGAL_ECOLI	0.227928	110	0.30415
P006|BGAL_ECOLI	0.2332	110	0.30415
P006|BGAL_ECOLI	0.24458	110	0.30415
P006|BGAL_ECOLI	0.24458	110	0.30415
P006|BGAL_ECOLI	0.2462	110	0.30415
P006|BGAL_ECOLI	0.24653	110	0.30415
P006|BGAL_ECOLI	0.2494	110	0.30415
P006|BGAL_ECOLI	0.2504	110	0.30415
P006|BGAL_ECOLI	0.252694	110	0.30415
P006|BGAL_ECOLI	0.25388	110	0.30415
P006|BGAL_ECOLI	0.25388	110	0.30415
P006|BGAL_ECOLI	0.2558	110	0.30415
P006|BGAL_ECOLI	0.2734	110	0.30415
P006|BGAL_ECOLI	0.276	110	0.30415
P006|BGAL_ECOLI	0.28736	110	0.30415
P006|BGAL_ECOLI	0.294	110	0.30415
P006|BGAL_ECOLI	0.30634	110	0.30415
P006|BGAL_ECOLI	0.30634	110	0.30415
P006|BGAL_ECOLI	0.3131	110	0.30415
P006|BGAL_ECOLI	0.31966	110	0.30415
P006|BGAL_ECOLI	0.33522	110	0.30415
P006|BGAL_ECOLI	0.33798	110	0.30415
P006|BGAL_ECOLI	0.339286	110	0.30415
P006|BGAL_ECOLI	0.3402	110	0.30415
P006|BGAL_ECOLI	0.3404	110	0.30415
P006|BGAL_ECOLI	0.3447	110	0.30415
P006|BGAL_ECOLI	0.35346	110	0.30415
P006|BGAL_ECOLI	0.35487	110	0.30415
P006|BGAL_ECOLI	0.38738	110	0.30415
P006|BGAL_ECOLI	0.3962	110	0.30415
P006|BGAL_ECOLI	0.39846	110	0.30415
P006|BGAL_ECOLI	0.4095	110	0.30415
P006|BGAL_ECOLI	0.410078	110	0.30415
P006|BGAL_ECOLI	0.410078	110	0.30415
P006|BGAL_ECOLI	0.41368	110	0.30415
P006|BGAL_ECOLI	0.4187	110	0.30415
P006|BGAL_ECOLI	0.4384	110	0.30415
P006|BGAL_ECOLI	0.447739	110	0.30415
P006|BGAL_ECOLI	0.447739	110	0.30415
P006|BGAL_ECOLI	0.490706	110	0.30415
P006|BGAL_ECOLI	0.49125	110	0.30415
P006|BGAL_ECOLI	0.5524	110	0.30415
P006|BGAL_ECOLI	0.556	110	0.30415
P006|BGAL_ECOLI	0.55868	110	0.30415
P006|BGAL_ECOLI	0.55868	110	0.30415
P006|BGAL_ECOLI	0.56396	110	0.30415
P006|BGAL_ECOLI	0.577951	110	0.30415
P006|BGAL_ECOLI	0.6079	110	0.30415
P006|BGAL_ECOLI	0.6244	110	0.30415
P006|BGAL_ECOLI	0.62874	110	0.30415
P006|BGAL_ECOLI	0.63671	110	0.30415
P006|BGAL_ECOLI	0.63671	110	0.30415
P006|BGAL_ECOLI	0.65888	110	0.30415
P006|BGAL_ECOLI	0.65888	110	0.30415
P006|BGAL_ECOLI	0.672268	110	0.30415
P006|BGAL_ECOLI	0.7251	110	0.30415
P006|BGAL_ECOLI	0.72714	110	0.30415
P006|BGAL_ECOLI	0.7308	110	0.30415
P006|BGAL_ECOLI	0.7724	110	0.30415
P006|BGAL_ECOLI	0.7724	110	0.30415
P006|BGAL_ECOLI	0.8583	110	0.30415
P006|BGAL_ECOLI	0.869	110	0.30415
P006|BGAL_ECOLI	0.927	110	0.30415
P006|BGAL_ECOLI	0.986151	110	0.30415
P006|BGAL_ECOLI	1.022	110	0.30415
P006|BGAL_ECOLI	1.09249	110	0.30415
P006|BGAL_ECOLI	1.09688	110	0.30415
P006|BGAL_ECOLI	1.09688	110	0.30415
P006|BGAL_ECOLI	1.118332	110	0.30415
P006|BGAL_ECOLI	1.161701	110	0.30415
P006|BGAL_ECOLI	1.17858	110	0.30415
P006|BGAL_ECOLI	1.19812	110	0.30415
P006|BGAL_ECOLI	1.19998	110	0.30415
P006|BGAL_ECOLI	1.21086	110	0.30415
P006|BGAL_ECOLI	1.21086	110	0.30415
P006|BGAL_ECOLI	1.220061	110	0.30415
P006|BGAL_ECOLI	1.2222	110	0.30415
P006|BGAL_ECOLI	1.25286	110	0.30415
P006|BGAL_ECOLI	1.31562	110	0.30415
P006|BGAL_ECOLI	1.37558	110	0.30415
P006|BGAL_ECOLI	1.39374	110	0.30415
P006|BGAL_ECOLI	1.40426	110	0.30415
P006|BGAL_ECOLI	1.59892	110	0.30415
P006|BGAL_ECOLI	1.60296	110	0.30415
P006|BGAL_ECOLI	1.61404	110	0.30415
P007|LCA_BOVIN	0.00945	105	0.15524
P007|LCA_BOVIN	0.010611	105	0.15524
P007|LCA_BOVIN	0.01402	105	0.15524
P007|LCA_BOVIN	0.0146	105	0.15524
P007|LCA_BOVIN	0.01652	105	0.15524
P007|LCA_BOVIN	0.01892	105	0.15524
P007|LCA_BOVIN	0.03814	105	0.15524
P007|LCA_BOVIN	0.039814	105	0.15524
P007|LCA_BOVIN	0.042476	105	0.15524
P007|LCA_BOVIN	0.0426	105	0.15524
P007|LCA_BOVIN	0.04472	105	0.15524
P007|LCA_BOVIN	0.08084	105	0.15524
P007|LCA_BOVIN	0.082	105	0.15524
P007|LCA_BOVIN	0.0842	105	0.15524
P007|LCA_BOVIN	0.0842	105	0.15524
P007|LCA_BOVIN	0.08715	105	0.15524
P007|LCA_BOVIN	0.13275	105	0.15524
P007|LCA_BOVIN	0.14463	105	0.15524
P007|LCA_BOVIN	0.1636	105	0.15524
P007|LCA_BOVIN	0.1856	105	0.15524
P007|LCA_BOVIN	0.2106	105	0.15524
P007|LCA_BOVIN	0.22206	105	0.15524
P007|LCA_BOVIN	0.22639	105	0.15524
P007|LCA_BOVIN	0.251202	105	0.15524
P007|LCA_BOVIN	0.2876	105	0.15524
P007|LCA_BOVIN	0.36532	105	0.15524
P007|LCA_BOVIN	0.41604	105	0.15524
P007|LCA_BOVIN	0.59242	105	0.15524
P007|LCA_BOVIN	0.5935	105	0.15524
P008|MYG_HORSE	0.003822	117	0.23128
P008|MYG_HORSE	0.00812	117	0.23128
P008|MYG_HORSE	0.00898	117	0.23128
P008|MYG_HORSE	0.00898	117	0.23128
P008|MYG_HORSE	0.009747	117	0.23128
P008|MYG_HORSE	0.01298	117	0.23128
P008|MYG_HORSE	0.01298	117	0.23128
P008|MYG_HORSE	0.015754	117	0.23128
P008|MYG_HORSE	0.02066	117	0.23128
P008|MYG_HORSE	0.021009	117	0.23128
P008|MYG_HORSE	0.02359	117	0.23128
P008|MYG_HORSE	0.024936	117	0.23128
P008|MYG_HORSE	0.024936	117	0.23128
P008|MYG_HORSE	0.0281	117	0.23128
P008|MYG_HORSE	0.0297	117	0.23128
P008|MYG_HORSE	0.033027	117	0.23128
P008|MYG_HORSE	0.03599	117	0.23128
P008|MYG_HORSE	0.04022	117	0.23128
P008|MYG_HORSE	0.04126	117	0.23128
P008|MYG_HORSE	0.047	117	0.23128
P008|MYG_HORSE	0.04738	117	0.23128
P008|MYG_HORSE	0.05221	117	0.23128
P008|MYG_HORSE	0.05692	117	0.23128
P008|MYG_HORSE	0.057106	117	0.23128
P008|MYG_HORSE	0.057106	117	0.23128
P008|MYG_HORSE	0.0678	117	0.23128
P008|MYG_HORSE	0.07192	117	0.23128
P008|MYG_HORSE	0.08529	117	0.23128
P008|MYG_HORSE	0.09458	117	0.23128
P008|MYG_HORSE	0.09458	117	0.23128
P008|MYG_HORSE	0.0973	117	0.23128
P008|MYG_HORSE	0.10236	117	0.23128
P008|MYG_HORSE	0.10323	117	0.23128
P008|MYG_HORSE	0.10596	117	0.23128
P008|MYG_HORSE	0.11042	117	0.23128
P008|MYG_HORSE	0.11042	117	0.23128
P008|MYG_HORSE	0.1112	117	0.23128
P008|MYG_HORSE	0.116	117	0.23128
P008|MYG_HORSE	0.1182	117	0.23128
P008|MYG_HORSE	0.13075	117	0.23128
P008|MYG_HORSE	0.16436	117	0.23128
P008|MYG_HORSE	0.164598	117	0.23128
P008|MYG_HORSE	0.17308	117	0.23128
P008|MYG_HORSE	0.17308	117	0.23128
P008|MYG_HORSE	0.1786	117	0.23128
P008|MYG_HORSE	0.17866	117	0.23128
P008|MYG_HORSE	0.184336	117	0.23128
P008|MYG_HORSE	0.1981	117	0.23128
P008|MYG_HORSE	0.21916	117	0.23128
P008|MYG_HORSE	0.23252	117	0.23128
P008|MYG_HORSE	0.233	117	0.23128
P008|MYG_HORSE	0.23518	117	0.23128
P008|MYG_HORSE	0.24836	117	0.23128
P008|MYG_HORSE	0.24836	117	0.23128
P008|MYG_HORSE	0.24988	117	0.23128
P008|MYG_HORSE	0.2688	117	0.23128
P008|MYG_HORSE	0.298837	117	0.23128
P008|MYG_HORSE	0.31886	117	0.23128
P008|MYG_HORSE	0.33318	117	0.23128
P008|MYG_HORSE	0.35654	117	0.23128
P008|MYG_HORSE	0.36557	117	0.23128
P008|MYG_HORSE	0.36834	117	0.23128
P008|MYG_HORSE	0.395752	117	0.23128
P008|MYG_HORSE	0.44214	117	0.23128
P008|MYG_HORSE	0.4554	117	0.23128
P008|MYG_HORSE	0.46223	117	0.23128
P008|MYG_HORSE	0.46223	117	0.23128
P008|MYG_HORSE	0.47591	117	0.23128
P008|MYG_HORSE	0.495	117	0.23128
P008|MYG_HORSE	0.54562	117	0.23128
P008|MYG_HORSE	0.5602	117	0.23128
P008|MYG_HORSE	0.6072	117	0.23128
P008|MYG_HORSE	0.6299	117	0.23128
P008|MYG_HORSE	0.6603	117	0.23128
P008|MYG_HORSE	0.81071	117	0.23128
P008|MYG_HORSE	0.811312	117	0.23128
P008|MYG_HORSE	0.9024	117	0.23128
P008|MYG_HORSE	0.9318	117	0.23128
P008|MYG_HORSE	0.98908	117	0.23128
P009|OVAL_CHICK	0.003736	107	0.18984
P009|OVAL_CHICK	0.004116	107	0.18984
P009|OVAL_CHICK	0.00498	107	0.18984
P009|OVAL_CHICK	0.005373	107	0.18984
P009|OVAL_CHICK	0.00753	107	0.18984
P009|OVAL_CHICK	0.00854	107	0.18984
P009|OVAL_CHICK	0.00854	107	0.18984
P009|OVAL_CHICK	0.01134	107	0.18984
P009|OVAL_CHICK	0.0123	107	0.18984
P009|OVAL_CHICK	0.01352	107	0.18984
P009|OVAL_CHICK	0.01444	107	0.18984
P009|OVAL_CHICK	0.01444	107	0.18984
P009|OVAL_CHICK	0.019724	107	0.18984
P009|OVAL_CHICK	0.0216	107	0.18984
P009|OVAL_CHICK	0.02336	107	0.18984
P009|OVAL_CHICK	0.02353	107	0.18984
P009|OVAL_CHICK	0.024332	107	0.18984
P009|OVAL_CHICK	0.028638	107	0.18984
P009|OVAL_CHICK	0.029604	107	0.18984
P009|OVAL_CHICK	0.030408	107	0.18984
P009|OVAL_CHICK	0.03504	107	0.18984
P009|OVAL_CHICK	0.03962	107	0.18984
P009|OVAL_CHICK	0.039678	107	0.18984
P009|OVAL_CHICK	0.043434	107	0.18984
P009|OVAL_CHICK	0.045	107	0.18984
P009|OVAL_CHICK	0.05548	107	0.18984
P009|OVAL_CHICK	0.05937	107	0.18984
P009|OVAL_CHICK	0.06128	107	0.18984
P009|OVAL_CHICK	0.06128	107	0.18984
P009|OVAL_CHICK	0.06896	107	0.18984
P009|OVAL_CHICK	0.07976	107	0.18984
P009|OVAL_CHICK	0.082	107	0.18984
P009|OVAL_CHICK	0.086314	107	0.18984
P009|OVAL_CHICK	0.0873	107	0.18984
